API,class,stress,level,initial_API,initial_deg,stressed_API_true,stressed_deg_true,stressed_API_meas,stressed_deg_meas
Run_3085,peptide,acid,high,99.47,0.78,77.74,22.50,77.58,22.11
Run_3086,peptide,acid,high,100.07,0.72,66.98,33.81,67.11,34.83
Run_3087,small_nonvolatile,base,high,100.88,0.28,77.21,23.96,76.73,23.88
Run_3088,peptide,acid,low,100.60,0.50,96.57,4.53,95.90,4.44
Run_3089,small_nonvolatile,thermal,mid,100.10,0.17,84.56,15.72,85.27,15.99
Run_3090,small_volatile,thermal,mid,100.88,0.66,84.71,16.84,84.75,16.74
Run_3091,small_nonvolatile,acid,mid,100.73,0.76,92.35,9.14,91.83,6.52
Run_3092,peptide,oxidation,high,99.73,0.80,63.81,36.72,63.11,37.14
Run_3093,small_nonvolatile,thermal,high,100.39,0.73,73.81,27.31,74.67,27.48
Run_3094,small_nonvolatile,thermal,mid,99.91,0.83,78.86,21.87,78.82,21.57
Run_3095,peptide,thermal,low,100.56,0.67,97.15,4.08,97.54,3.26
Run_3096,small_volatile,photolysis,mid,99.37,0.85,77.88,22.33,78.01,22.08
Run_3097,peptide,acid,low,99.69,0.79,95.18,5.30,94.54,6.11
Run_3098,small_volatile,acid,high,100.08,0.77,63.75,37.10,63.63,37.39
Run_3099,peptide,photolysis,low,100.52,0.22,99.20,1.54,99.45,0.93
Run_3100,small_nonvolatile,photolysis,low,99.92,0.20,96.84,3.28,97.81,3.52
Run_3101,small_volatile,thermal,high,100.13,0.13,74.86,25.39,74.53,25.24
Run_3102,peptide,acid,mid,100.63,0.68,94.91,6.40,94.94,7.26
Run_3103,small_volatile,acid,low,99.81,0.68,95.36,4.76,94.46,5.15
Run_3104,peptide,base,low,100.91,0.51,98.44,2.98,99.34,2.99
Run_3105,small_nonvolatile,thermal,mid,100.57,0.58,89.63,11.52,88.53,8.21
Run_3106,peptide,base,low,99.69,0.60,96.34,3.95,96.21,4.16
Run_3107,small_nonvolatile,acid,low,99.59,0.77,98.39,1.97,98.92,1.27
Run_3108,small_nonvolatile,oxidation,high,99.55,0.35,76.44,23.47,76.52,24.25
Run_3109,small_volatile,oxidation,high,100.09,0.12,55.82,39.21,56.29,39.01
Run_3110,peptide,oxidation,high,100.62,0.93,78.04,23.51,78.32,23.57
Run_3111,peptide,thermal,low,100.49,0.29,97.08,3.70,96.95,4.47
Run_3112,small_volatile,acid,mid,99.55,0.51,94.80,5.27,94.55,4.84
Run_3113,small_volatile,base,high,100.48,0.83,58.71,42.61,57.77,43.38
Run_3114,small_volatile,base,mid,99.48,0.79,78.47,18.31,78.86,12.45
Run_3115,small_nonvolatile,oxidation,high,98.85,0.28,54.59,44.53,54.15,44.80
Run_3116,small_nonvolatile,base,mid,99.92,0.85,94.50,6.27,93.98,7.01
Run_3117,peptide,acid,low,99.79,0.53,95.02,5.30,95.19,5.19
Run_3118,small_volatile,oxidation,low,99.58,0.12,96.99,2.71,98.07,1.87
Run_3119,small_nonvolatile,photolysis,mid,99.41,0.82,87.50,12.73,87.83,12.19
Run_3120,peptide,thermal,high,99.85,0.32,77.17,23.00,76.56,21.94
Run_3121,small_volatile,oxidation,low,100.22,0.52,96.85,3.57,96.57,3.61
Run_3122,small_volatile,thermal,low,100.29,0.65,97.44,3.07,97.73,2.85
Run_3123,peptide,thermal,high,101.00,0.16,77.37,23.79,76.69,23.56
Run_3124,small_nonvolatile,oxidation,low,100.04,0.59,96.29,4.34,95.06,4.32
Run_3125,peptide,oxidation,low,100.38,0.47,96.07,4.78,96.05,4.89
Run_3126,small_nonvolatile,base,mid,100.09,0.55,84.14,16.49,84.43,16.66
Run_3127,peptide,base,low,100.07,0.64,98.49,2.22,99.06,2.07
Run_3128,peptide,oxidation,mid,100.22,0.39,95.19,5.42,95.13,4.89
Run_3129,small_volatile,thermal,low,100.21,0.74,97.57,3.21,97.23,3.84
Run_3130,small_volatile,oxidation,low,99.96,0.49,97.39,3.06,96.28,3.15
Run_3131,peptide,photolysis,mid,100.30,0.16,89.66,10.80,89.66,7.48
Run_3132,small_volatile,thermal,low,99.87,0.83,96.61,4.09,96.10,4.42
Run_3133,peptide,base,low,100.70,0.94,98.48,3.16,98.48,3.73
Run_3134,small_nonvolatile,oxidation,high,100.00,0.63,71.42,29.21,71.23,29.21
Run_3135,small_nonvolatile,oxidation,mid,100.04,0.82,83.96,16.90,83.13,16.21
Run_3136,small_volatile,oxidation,high,100.23,0.58,64.93,35.88,66.09,36.58
Run_3137,small_volatile,thermal,low,99.41,0.50,98.10,1.80,98.68,1.55
Run_3138,small_volatile,photolysis,high,99.71,0.53,58.95,41.29,58.62,41.22
Run_3139,peptide,acid,mid,99.82,0.73,88.83,11.72,88.57,11.46
Run_3140,peptide,thermal,mid,100.14,0.95,88.92,12.17,88.80,12.30
Run_3141,small_volatile,thermal,mid,100.58,0.32,90.47,8.80,90.48,8.93
Run_3142,small_volatile,thermal,low,99.64,1.00,97.79,2.85,96.98,3.66
Run_3143,small_volatile,acid,mid,100.03,0.93,83.09,17.87,82.70,17.90
Run_3144,peptide,acid,mid,100.01,0.33,93.86,6.48,93.52,5.88
Run_3145,peptide,base,mid,100.71,0.25,85.93,15.02,85.85,15.40
Run_3146,small_nonvolatile,base,low,99.78,0.18,96.88,3.08,96.63,3.43
Run_3147,peptide,base,low,99.90,0.46,96.75,3.60,97.72,3.38
Run_3148,small_nonvolatile,thermal,low,99.84,0.63,95.03,5.44,95.21,5.57
Run_3149,peptide,acid,high,100.00,0.12,67.47,32.65,67.29,32.42
Run_3150,small_nonvolatile,thermal,mid,100.08,0.99,91.90,9.18,91.60,9.59
Run_3151,small_volatile,photolysis,mid,100.31,0.23,93.28,6.14,93.33,5.87
Run_3152,small_nonvolatile,base,low,100.07,0.94,98.73,2.27,98.47,2.57
Run_3153,small_nonvolatile,thermal,low,100.34,0.73,97.82,3.25,97.23,3.55
Run_3154,small_volatile,base,high,100.39,0.66,53.60,47.44,53.12,47.70
Run_3155,small_nonvolatile,photolysis,mid,100.43,0.48,84.77,16.13,84.10,16.29
Run_3156,peptide,oxidation,low,100.80,0.46,96.11,5.15,96.11,4.53
Run_3157,small_volatile,thermal,low,100.47,0.21,98.47,2.21,98.87,2.44
Run_3158,small_volatile,oxidation,low,100.67,0.91,95.98,5.60,95.56,5.70
Run_3159,small_volatile,base,low,100.46,0.46,98.88,1.77,98.67,1.59
Run_3160,small_nonvolatile,thermal,high,100.86,0.35,68.13,33.08,67.67,32.83
Run_3161,small_volatile,acid,high,100.62,0.81,74.42,24.53,74.26,24.12
Run_3162,small_nonvolatile,oxidation,mid,99.92,0.21,91.77,8.36,91.38,5.88
Run_3163,peptide,oxidation,mid,100.11,0.11,82.02,18.20,82.60,17.66
Run_3164,peptide,photolysis,high,100.12,0.88,52.64,48.36,52.34,48.34
Run_3165,peptide,acid,high,99.54,0.83,75.98,24.39,76.03,24.76
Run_3166,peptide,acid,low,99.70,0.78,97.13,3.35,97.71,3.54
Run_3167,small_nonvolatile,base,low,99.96,0.60,98.11,2.46,98.14,2.73
Run_3168,peptide,acid,low,99.43,0.22,96.23,3.42,96.02,3.37
Run_3169,small_volatile,oxidation,high,99.52,0.73,52.70,47.55,52.96,47.28
Run_3170,peptide,oxidation,low,99.58,0.83,98.01,2.39,97.22,2.46
Run_3171,peptide,photolysis,low,99.62,0.14,95.02,4.74,95.07,4.68
Run_3172,peptide,photolysis,mid,100.37,0.98,88.47,12.88,87.87,13.48
Run_3173,small_volatile,base,high,99.69,0.95,66.36,34.27,66.95,34.80
Run_3174,peptide,base,mid,100.00,0.31,82.66,17.65,83.33,17.95
Run_3175,peptide,base,low,99.85,0.47,96.33,3.99,96.50,4.57
Run_3176,small_volatile,base,low,99.95,0.88,95.78,4.34,96.00,4.36
Run_3177,small_volatile,acid,low,100.48,0.49,97.64,2.84,97.11,3.08
Run_3178,small_volatile,base,high,100.13,0.51,59.51,41.12,59.59,41.58
Run_3179,small_nonvolatile,photolysis,low,99.68,0.27,96.74,3.21,96.33,2.67
Run_3180,small_nonvolatile,base,low,99.31,0.40,96.19,3.52,96.30,3.97
Run_3181,peptide,acid,high,100.59,0.40,68.84,32.15,69.17,31.85
Run_3182,small_volatile,thermal,high,99.56,0.71,62.25,38.02,62.42,37.92
Run_3183,peptide,base,low,100.02,0.42,95.50,4.95,95.03,5.15
Run_3184,peptide,photolysis,high,100.47,0.42,61.28,39.62,61.68,39.12
Run_3185,small_volatile,oxidation,low,99.49,0.77,97.17,2.81,97.65,3.08
Run_3186,small_nonvolatile,acid,mid,99.49,0.93,85.08,15.35,84.74,14.14
Run_3187,small_volatile,base,low,100.49,0.10,96.58,3.57,95.58,3.56
Run_3188,small_nonvolatile,thermal,mid,100.91,0.45,88.96,12.40,89.41,12.33
Run_3189,small_volatile,oxidation,mid,99.78,0.29,89.18,10.88,89.52,7.46
Run_3190,peptide,base,low,100.20,0.31,96.72,3.79,96.19,3.20
Run_3191,small_nonvolatile,base,high,99.34,0.50,62.92,36.92,63.63,36.69
Run_3192,small_volatile,photolysis,high,100.55,0.69,71.65,29.59,71.93,29.66
Run_3193,peptide,base,mid,100.42,0.59,92.21,8.80,92.61,8.55
Run_3194,peptide,photolysis,mid,99.65,0.93,91.47,9.11,91.44,9.34
Run_3195,small_volatile,photolysis,mid,100.01,0.44,93.97,5.37,93.80,4.82
Run_3196,small_volatile,thermal,low,99.87,0.47,96.11,4.23,97.26,4.06
Run_3197,small_volatile,acid,mid,99.49,0.39,85.71,13.44,85.61,12.97
Run_3198,small_nonvolatile,thermal,low,99.30,0.36,94.57,5.09,94.56,5.80
Run_3199,small_nonvolatile,photolysis,low,99.77,0.76,98.52,2.01,98.44,2.04
Run_3200,small_volatile,base,mid,99.60,0.49,87.62,12.48,88.40,12.60
Run_3201,peptide,oxidation,low,99.67,0.19,96.65,3.21,96.58,3.61
Run_3202,small_nonvolatile,oxidation,high,99.17,0.79,50.30,49.66,49.25,49.74
Run_3203,small_nonvolatile,photolysis,mid,100.11,0.33,92.02,8.43,91.71,8.99
Run_3204,small_nonvolatile,photolysis,high,99.53,0.33,72.27,27.58,71.92,28.34
Run_3205,peptide,base,high,99.80,0.87,58.32,42.36,57.98,42.61
Run_3206,peptide,thermal,mid,99.92,0.45,82.27,18.10,81.99,18.39
Run_3207,small_nonvolatile,acid,low,99.86,0.15,96.46,3.56,96.24,5.08
Run_3208,small_volatile,oxidation,high,100.15,0.69,47.35,48.66,47.28,49.21
Run_3209,small_volatile,oxidation,mid,99.79,0.43,86.97,13.25,86.39,12.63
Run_3210,small_volatile,acid,mid,99.78,0.91,92.14,8.55,92.97,9.03
Run_3211,small_nonvolatile,base,mid,100.73,0.18,87.70,13.21,86.83,13.34
Run_3212,small_volatile,oxidation,high,99.74,0.23,64.67,35.31,64.58,35.55
Run_3213,small_nonvolatile,thermal,high,99.96,0.17,55.39,44.74,55.36,44.10
Run_3214,peptide,base,low,100.15,0.24,98.36,2.03,97.99,1.63
Run_3215,small_volatile,oxidation,mid,100.01,0.97,84.66,14.30,83.51,9.33
Run_3216,small_nonvolatile,photolysis,high,99.21,0.40,54.26,45.36,54.00,45.50
Run_3217,small_nonvolatile,thermal,high,99.61,0.93,71.80,28.74,71.28,29.07
Run_3218,peptide,acid,low,100.25,0.24,95.28,5.21,95.74,4.27
Run_3219,peptide,acid,low,99.90,0.26,97.35,2.81,96.86,2.84
Run_3220,peptide,photolysis,mid,100.30,0.13,94.64,5.79,94.45,5.46
Run_3221,peptide,photolysis,mid,98.93,0.76,80.96,18.74,80.49,19.94
Run_3222,small_nonvolatile,photolysis,low,98.92,0.97,94.39,5.49,94.39,5.71
Run_3223,small_nonvolatile,thermal,low,99.67,0.19,95.80,4.06,95.90,3.59
Run_3224,small_nonvolatile,photolysis,high,100.90,0.87,57.68,44.09,56.81,44.24
Run_3225,small_volatile,oxidation,mid,100.41,0.32,89.74,10.99,90.75,11.08
Run_3226,small_nonvolatile,base,high,100.49,0.33,75.93,24.89,75.71,24.32
Run_3227,small_volatile,photolysis,high,99.98,0.21,62.99,37.20,63.18,37.00
Run_3228,small_nonvolatile,oxidation,low,100.73,0.49,97.75,3.48,96.85,3.96
Run_3229,peptide,acid,low,99.59,0.78,96.02,4.35,96.01,4.43
Run_3230,small_nonvolatile,photolysis,low,99.74,0.41,97.74,2.41,97.63,2.42
Run_3231,peptide,base,high,100.05,0.94,49.56,51.43,49.81,50.35
Run_3232,small_nonvolatile,photolysis,mid,99.70,0.18,83.43,16.45,83.12,16.26
Run_3233,peptide,photolysis,mid,100.42,0.38,93.08,7.73,93.48,7.32
Run_3234,small_volatile,photolysis,high,100.20,0.87,67.52,31.35,67.63,31.15
Run_3235,peptide,photolysis,high,99.14,0.26,62.87,36.53,63.85,36.60
Run_3236,small_volatile,acid,mid,100.49,0.29,83.77,14.01,83.19,13.57
Run_3237,peptide,photolysis,mid,100.64,0.24,89.16,11.72,89.19,12.12
Run_3238,peptide,photolysis,mid,100.91,0.82,90.84,10.89,91.92,10.29
Run_3239,small_volatile,base,high,99.40,0.14,70.33,29.21,71.16,29.23
Run_3240,small_nonvolatile,acid,low,99.85,0.56,97.30,3.10,97.61,4.21
Run_3241,small_nonvolatile,acid,high,100.41,1.00,58.15,43.26,58.71,43.55
Run_3242,small_nonvolatile,photolysis,low,100.61,0.56,99.54,1.62,100.26,1.79
Run_3243,small_volatile,photolysis,high,99.75,0.28,70.04,29.99,69.61,29.55
Run_3244,small_nonvolatile,oxidation,high,99.56,0.37,56.47,43.46,56.36,42.97
Run_3245,peptide,base,mid,99.73,0.88,80.76,19.86,79.71,19.67
Run_3246,small_volatile,photolysis,high,99.91,0.31,61.16,39.07,60.99,39.29
Run_3247,small_volatile,base,low,100.45,0.29,96.20,4.53,96.73,4.77
Run_3248,peptide,thermal,mid,100.26,0.71,84.42,16.55,84.69,16.42
Run_3249,small_nonvolatile,thermal,high,100.14,0.77,74.21,26.70,74.12,26.51
Run_3250,peptide,oxidation,high,100.28,0.59,74.34,26.53,74.64,26.51
Run_3251,peptide,oxidation,mid,100.20,0.53,84.58,16.15,83.96,16.72
Run_3252,small_nonvolatile,base,high,98.88,0.88,60.92,38.84,61.09,39.03
Run_3253,small_nonvolatile,photolysis,low,99.21,0.65,96.72,3.15,96.37,3.18
Run_3254,small_volatile,thermal,low,101.15,0.20,97.20,4.15,97.46,4.37
Run_3255,peptide,base,high,99.92,0.94,68.14,32.72,68.33,32.55
Run_3256,small_volatile,base,high,99.42,0.38,58.09,41.71,58.57,42.13
Run_3257,small_nonvolatile,acid,mid,99.45,1.00,83.10,17.34,83.03,16.98
Run_3258,peptide,oxidation,mid,100.81,0.57,83.15,18.23,83.86,18.07
Run_3259,small_volatile,oxidation,high,100.52,0.69,58.52,42.70,57.54,42.46
Run_3260,small_volatile,acid,low,100.75,0.21,98.79,2.17,99.68,1.63
Run_3261,peptide,base,mid,99.94,0.56,80.80,19.71,80.81,19.31
Run_3262,small_nonvolatile,thermal,low,100.49,0.71,99.38,1.82,100.10,1.57
Run_3263,peptide,photolysis,low,100.28,0.99,96.20,5.07,95.89,5.44
Run_3264,small_volatile,acid,high,100.19,0.38,56.58,44.00,56.22,43.77
Run_3265,peptide,acid,low,99.47,0.62,97.06,3.03,96.95,2.50
Run_3266,small_volatile,base,low,99.49,0.45,96.01,3.93,95.62,3.47
Run_3267,peptide,oxidation,high,100.05,0.30,67.30,33.05,67.55,31.99
Run_3268,small_nonvolatile,photolysis,low,99.69,0.25,98.47,1.48,98.35,1.53
Run_3269,small_nonvolatile,base,high,99.38,0.54,69.63,30.29,69.79,29.78
Run_3270,small_nonvolatile,oxidation,mid,100.76,0.89,94.00,7.65,94.06,7.80
Run_3271,small_volatile,oxidation,low,100.72,0.10,98.02,2.80,98.40,2.93
Run_3272,peptide,thermal,mid,99.64,0.34,89.55,10.43,88.82,10.56
Run_3273,small_nonvolatile,photolysis,low,100.84,0.63,96.77,4.70,96.68,4.36
Run_3274,peptide,thermal,low,100.48,0.11,98.43,2.16,98.38,3.13
Run_3275,peptide,thermal,high,100.78,0.22,57.98,43.02,57.39,43.30
Run_3276,peptide,thermal,high,99.67,0.67,58.80,41.54,58.83,41.93
Run_3277,small_nonvolatile,acid,high,99.99,0.25,69.32,30.92,69.55,31.78
Run_3278,small_volatile,acid,mid,100.34,0.37,91.76,8.95,91.38,8.34
Run_3279,peptide,oxidation,high,100.16,0.55,70.75,29.96,71.03,30.33
Run_3280,small_nonvolatile,acid,low,99.51,0.90,97.46,2.95,96.92,2.39
Run_3281,peptide,oxidation,low,100.32,0.57,98.66,2.24,98.32,1.80
Run_3282,small_volatile,photolysis,mid,99.29,0.75,88.44,11.60,88.97,8.33
Run_3283,small_nonvolatile,oxidation,high,100.55,0.46,59.22,41.79,59.57,41.72
Run_3284,peptide,oxidation,high,99.94,0.17,49.15,50.96,49.61,50.14
Run_3285,small_volatile,oxidation,mid,99.99,0.17,93.94,6.21,94.35,4.18
Run_3286,small_nonvolatile,photolysis,low,100.04,0.89,96.25,4.68,96.62,4.25
Run_3287,small_nonvolatile,oxidation,mid,100.67,0.72,95.24,6.15,95.78,6.97
Run_3288,small_volatile,base,low,100.45,0.17,96.34,4.28,96.29,4.61
Run_3289,peptide,photolysis,low,99.93,0.13,98.55,1.50,98.99,1.17
Run_3290,small_volatile,acid,mid,100.25,0.28,86.72,13.82,86.79,13.90
Run_3291,peptide,photolysis,high,99.68,0.87,59.31,41.24,58.48,41.41
Run_3292,small_volatile,acid,mid,100.07,0.97,91.68,9.37,92.43,6.50
Run_3293,peptide,oxidation,mid,99.07,0.86,81.00,18.93,80.56,18.70
Run_3294,small_nonvolatile,thermal,low,100.10,0.93,97.93,3.10,97.96,3.30
Run_3295,peptide,thermal,mid,99.04,0.59,87.25,12.38,86.61,12.59
Run_3296,small_nonvolatile,thermal,low,101.01,0.10,96.80,4.32,96.96,4.00
Run_3297,small_volatile,acid,high,99.21,0.80,56.34,43.67,55.91,44.40
Run_3298,small_volatile,thermal,mid,100.92,0.85,88.89,12.87,89.19,13.10
Run_3299,peptide,base,mid,100.34,0.44,88.09,12.69,88.03,12.76
Run_3300,peptide,thermal,mid,99.22,0.19,91.92,7.49,91.69,6.93
Run_3301,small_volatile,acid,high,99.76,0.13,66.16,33.74,66.13,34.85
Run_3302,small_volatile,oxidation,mid,100.38,0.78,87.00,14.17,87.17,14.43
Run_3303,peptide,base,mid,100.20,0.29,94.36,6.12,95.55,6.23
Run_3304,peptide,photolysis,mid,99.93,0.41,89.46,10.89,89.35,10.19
Run_3305,small_volatile,photolysis,low,99.58,0.15,97.17,2.56,97.52,3.26
Run_3306,small_nonvolatile,photolysis,high,99.60,0.37,45.68,54.29,45.45,54.04
Run_3307,peptide,base,mid,99.26,0.51,94.52,5.25,93.84,5.77
Run_3308,small_nonvolatile,acid,low,101.06,0.55,97.61,4.00,96.70,3.44
Run_3309,small_volatile,oxidation,low,101.12,0.32,97.14,4.30,97.08,4.10
Run_3310,peptide,photolysis,low,100.22,0.20,98.05,2.37,99.05,2.58
Run_3311,small_volatile,acid,high,99.72,0.25,66.36,33.61,66.81,32.96
Run_3312,peptide,oxidation,low,100.26,0.50,96.80,3.96,95.88,3.55
Run_3313,small_nonvolatile,photolysis,low,100.17,0.82,98.32,2.67,98.45,2.31
Run_3314,peptide,oxidation,mid,99.65,0.62,93.11,7.16,93.03,7.09
Run_3315,small_nonvolatile,oxidation,mid,100.37,0.21,93.08,7.50,93.05,7.80
Run_3316,small_volatile,oxidation,low,99.50,0.57,97.26,2.82,97.19,1.47
Run_3317,small_volatile,acid,mid,99.64,0.73,83.37,17.00,83.66,16.91
Run_3318,small_volatile,photolysis,low,99.89,0.98,95.29,5.57,95.47,5.83
Run_3319,small_nonvolatile,acid,low,99.35,0.31,97.32,2.34,98.03,1.87
Run_3320,small_volatile,photolysis,low,99.09,0.13,96.35,2.87,96.67,2.72
Run_3321,peptide,photolysis,high,100.25,0.25,60.28,40.22,60.86,41.06
Run_3322,small_volatile,thermal,mid,99.48,0.62,79.86,20.25,79.79,20.29
Run_3323,peptide,thermal,low,99.52,0.97,97.81,2.68,96.97,2.12
Run_3324,peptide,oxidation,low,100.87,0.67,99.73,1.80,99.44,1.58
Run_3325,peptide,oxidation,mid,100.20,0.50,82.97,17.73,83.16,18.79
Run_3326,small_volatile,acid,mid,100.18,0.49,83.43,16.28,84.43,16.11
Run_3327,small_nonvolatile,base,high,99.67,0.93,49.82,50.78,49.84,50.83
Run_3328,peptide,photolysis,low,99.65,0.48,98.52,1.61,98.68,1.00
Run_3329,small_volatile,acid,high,100.46,0.55,78.53,22.48,79.88,22.60
Run_3330,small_nonvolatile,photolysis,low,99.67,0.58,98.05,2.20,97.13,2.73
Run_3331,peptide,oxidation,low,100.43,0.77,95.46,5.74,96.25,5.29
Run_3332,small_volatile,base,low,100.17,0.45,97.55,3.06,97.39,3.34
Run_3333,small_volatile,base,high,101.15,0.74,69.02,32.87,68.05,32.10
Run_3334,small_nonvolatile,thermal,high,99.62,0.49,49.85,50.26,49.75,50.07
Run_3335,peptide,base,mid,99.90,0.58,83.41,17.06,83.60,17.34
Run_3336,small_nonvolatile,oxidation,low,99.76,0.76,96.57,3.96,97.16,4.19
Run_3337,small_volatile,thermal,low,100.92,0.66,98.21,3.38,98.88,2.71
Run_3338,small_nonvolatile,photolysis,mid,100.83,0.72,83.96,17.59,84.26,16.20
Run_3339,small_nonvolatile,oxidation,low,99.62,0.36,97.14,2.85,96.75,2.90
Run_3340,small_volatile,oxidation,high,100.17,0.47,76.51,24.14,75.99,25.23
Run_3341,small_nonvolatile,photolysis,high,99.52,0.25,68.18,31.59,68.46,31.29
Run_3342,peptide,base,low,99.30,0.14,96.48,2.96,96.76,2.44
Run_3343,small_nonvolatile,acid,high,99.86,0.73,63.94,36.65,64.34,35.84
Run_3344,peptide,photolysis,high,100.55,0.28,62.28,38.55,62.35,38.57
Run_3345,small_volatile,base,high,100.16,0.69,62.64,38.22,62.19,38.95
Run_3346,small_volatile,oxidation,mid,99.65,0.99,94.45,6.20,94.41,6.06
Run_3347,small_volatile,acid,low,100.21,0.98,98.30,2.89,97.64,3.34
Run_3348,small_volatile,photolysis,high,100.47,0.64,72.35,28.76,72.52,28.53
Run_3349,small_volatile,oxidation,high,101.26,0.30,57.55,44.01,57.74,43.82
Run_3350,small_nonvolatile,acid,mid,99.97,0.70,86.73,13.94,86.19,13.47
Run_3351,peptide,oxidation,low,100.95,0.95,99.42,2.48,99.18,1.92
Run_3352,peptide,thermal,mid,100.48,0.41,92.26,8.63,92.36,8.05
Run_3353,small_nonvolatile,acid,low,100.05,0.63,94.98,5.71,95.36,4.80
Run_3354,small_volatile,base,low,99.33,0.90,95.43,4.48,95.49,4.17
Run_3355,peptide,thermal,high,100.06,0.90,63.13,37.84,62.85,37.29
Run_3356,small_volatile,thermal,mid,100.16,0.11,81.63,17.52,82.07,17.90
Run_3357,small_nonvolatile,oxidation,low,99.24,0.33,95.05,4.52,95.24,4.60
Run_3358,small_nonvolatile,acid,low,99.93,0.95,95.91,4.97,95.27,5.35
Run_3359,small_volatile,oxidation,high,100.64,0.59,73.06,28.17,73.33,28.81
Run_3360,small_volatile,photolysis,high,99.46,0.44,76.34,23.57,76.68,24.78
Run_3361,peptide,photolysis,low,100.03,0.77,98.57,2.24,97.92,2.03
Run_3362,small_volatile,base,mid,98.53,0.58,90.31,7.84,90.50,8.13
Run_3363,peptide,acid,mid,99.85,0.78,81.28,19.35,81.19,19.88
Run_3364,peptide,photolysis,high,99.43,0.98,60.57,39.84,61.10,39.49
Run_3365,peptide,oxidation,mid,100.15,0.45,84.11,16.49,83.73,16.98
Run_3366,small_nonvolatile,photolysis,high,100.19,0.13,64.54,35.77,64.73,35.14
Run_3367,small_nonvolatile,acid,low,99.23,0.97,98.07,2.12,97.92,1.76
Run_3368,small_nonvolatile,base,mid,100.28,0.89,91.65,9.52,92.14,8.68
Run_3369,small_nonvolatile,oxidation,high,99.52,0.28,75.61,24.20,75.34,23.57
Run_3370,small_nonvolatile,oxidation,mid,100.20,0.50,82.04,18.66,82.03,19.12
Run_3371,small_volatile,base,mid,101.17,0.75,88.79,13.13,88.73,9.19
Run_3372,small_volatile,acid,low,100.13,0.95,97.19,3.89,97.31,4.22
Run_3373,peptide,base,low,100.28,0.14,98.77,1.65,98.36,0.84
Run_3374,small_volatile,thermal,high,100.67,0.37,72.82,28.22,74.10,27.50
Run_3375,small_nonvolatile,acid,low,100.98,0.37,98.76,2.59,97.56,3.11
Run_3376,small_nonvolatile,thermal,low,100.16,0.68,95.06,5.78,95.26,5.93
Run_3377,small_volatile,thermal,low,100.53,0.97,96.83,4.67,97.64,5.13
Run_3378,small_volatile,base,low,100.20,0.91,98.65,2.46,98.00,2.88
Run_3379,small_volatile,thermal,high,100.56,0.17,77.66,18.59,77.00,18.10
Run_3380,small_nonvolatile,acid,mid,100.16,0.22,92.06,8.33,92.37,8.39
Run_3381,small_volatile,thermal,mid,99.17,0.31,93.45,6.03,92.89,4.32
Run_3382,small_volatile,base,high,100.18,0.58,68.37,28.14,68.48,28.26
Run_3383,small_volatile,acid,low,99.75,0.39,98.63,1.51,98.86,1.26
Run_3384,peptide,base,low,100.24,0.59,96.57,4.27,96.89,4.59
Run_3385,peptide,photolysis,low,99.89,0.81,94.86,5.84,94.48,5.50
Run_3386,small_nonvolatile,acid,mid,99.97,0.79,92.39,8.37,93.82,8.06
Run_3387,small_nonvolatile,photolysis,mid,100.21,0.19,85.07,15.33,84.98,16.44
Run_3388,small_volatile,thermal,mid,99.92,0.23,91.68,8.47,91.88,9.10
Run_3389,small_volatile,acid,low,100.11,0.60,99.06,1.64,99.52,1.78
Run_3390,small_volatile,acid,low,100.53,0.73,97.86,3.15,98.09,3.00
Run_3391,small_volatile,thermal,mid,100.21,0.12,79.27,21.06,79.14,21.39
Run_3392,peptide,base,mid,99.20,0.64,84.02,15.83,83.27,15.76
Run_3393,small_volatile,oxidation,mid,100.57,0.98,95.29,6.26,94.94,6.96
Run_3394,small_volatile,oxidation,high,100.78,0.61,69.03,32.35,68.69,33.22
Run_3395,peptide,acid,low,100.32,0.41,98.46,2.27,98.44,1.71
Run_3396,peptide,thermal,mid,99.90,0.12,87.64,12.39,87.90,12.47
Run_3397,peptide,acid,mid,99.89,0.60,86.97,13.52,86.28,13.55
Run_3398,small_nonvolatile,thermal,mid,101.23,0.85,95.34,6.73,94.36,6.78
Run_3399,small_nonvolatile,photolysis,low,99.98,0.36,95.57,4.76,95.79,5.86
Run_3400,peptide,oxidation,mid,100.53,0.42,91.42,9.54,90.91,9.60
Run_3401,small_nonvolatile,thermal,mid,99.49,0.99,93.88,6.60,93.93,6.40
Run_3402,small_volatile,thermal,high,100.14,0.67,57.66,43.15,57.49,43.13
Run_3403,peptide,oxidation,high,100.29,0.60,61.77,39.12,60.99,38.52
Run_3404,small_nonvolatile,oxidation,mid,99.66,0.22,85.31,14.56,84.46,14.75
Run_3405,small_volatile,acid,mid,100.40,0.56,93.35,7.60,93.20,6.71
Run_3406,small_volatile,oxidation,low,99.67,0.22,94.56,5.33,95.38,5.06
Run_3407,small_nonvolatile,thermal,low,99.81,0.83,94.45,6.19,94.20,5.60
Run_3408,peptide,base,mid,98.90,0.40,89.62,9.68,89.81,9.85
Run_3409,small_volatile,thermal,mid,100.24,0.62,92.27,8.59,91.26,8.86
Run_3410,small_nonvolatile,base,mid,100.98,0.22,90.91,10.30,89.72,9.79
Run_3411,peptide,thermal,high,99.94,0.72,58.74,41.92,58.73,42.02
Run_3412,small_volatile,base,high,100.33,0.68,78.23,22.77,78.19,22.97
Run_3413,small_volatile,thermal,mid,99.50,0.73,93.44,6.79,94.34,5.93
